,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,MA10_,MA50_,EMA10_,EMA50_,RSI_,BB_upper_,BB_lower_,BB_middle_,ATR_,NVDA_Close,AMD_Close,INTC_Close,^GSPC_Close,^IXIC_Close,GDP,Interest_Rate,Close_diff_NVDA,Log_Close_NVDA,Log_Volume_NVDA,Lag_Close_1,Lag_Close_3,Lag_Close_7,Lag_Volume_1,Lag_Volume_3,Lag_Volume_7
2022-10-24,12.585464477539062,12.696345287738325,12.051039397189356,12.4945626379864,517457000.0,11.93096857070923,13.917572650909424,12.181036403236035,13.610956406423698,49.20512046530172,13.29808495196465,11.146625684174264,12.222355318069456,0.698790646989581,12.585464477539062,58.70000076293945,25.859806060791016,3797.340087890625,10952.6103515625,26734.277,3.08,0.0,2.5325425351401583,20.064436987864045,12.585464477539062,12.452607154846191,11.87522792816162,517457000.0,609494000.0,580774000.0
2022-10-25,13.246752738952637,13.285711349965226,12.650394003315512,12.680362458755884,505482000.0,12.098288440704346,13.802389526367188,12.374803009729964,13.596673909660128,56.141217008404,13.428156721439631,11.101262700710024,12.264709711074827,0.6988946630921941,13.246752738952637,61.470001220703125,26.078636169433597,3859.110107421875,11199.1201171875,26734.277,3.08,0.6612882614135742,2.5837524460906645,20.041022987482204,12.585464477539062,12.585464477539062,11.954143524169922,517457000.0,517457000.0,659362000.0
2022-10-26,12.882146835327148,13.373617948238936,12.69434906206043,12.855176364987711,532953000.0,12.237738609313965,13.682970161437987,12.467047341656723,13.568653240078444,51.9306864439775,13.450715683830513,11.094686652290097,12.272701168060305,0.6974928218840735,12.882147789001465,59.72999954223633,25.888347625732425,3830.60009765625,10970.990234375,26734.277,3.08,-0.3646059036254883,2.555842386548104,20.093943798129455,13.246752738952637,12.585464477539062,12.038052558898926,505482000.0,517457000.0,523131000.0
2022-10-27,13.16184425354004,13.823133701689956,13.10790236650194,13.615356979676683,583113000.0,12.359207916259766,13.580009841918946,12.593374052908237,13.5526999464887,54.735245656622176,13.559742671784942,11.08115689105075,12.320449781417846,0.7148852536325545,13.161845207214355,58.59999847412109,24.994007110595703,3807.300048828125,10792.669921875,26734.277,3.08,0.2796974182128924,2.5773220569248676,20.183891550576,12.882146835327148,12.585464477539062,12.180899620056152,532953000.0,517457000.0,652398000.0
2022-10-28,13.819136619567873,13.835120176317018,13.046967353894765,13.089921376439897,521040000.0,12.619627571105957,13.481447315216064,12.816239974119078,13.563148443472198,60.55895767656818,13.801112062868242,11.00910531765544,12.40510869026184,0.7201186514032474,13.819137573242188,62.0099983215332,27.658004760742188,3901.06005859375,11102.4501953125,26734.277,3.08,0.657292366027832,2.626054343129513,20.07133737220242,13.16184425354004,13.246752738952637,12.452607154846191,583113000.0,505482000.0,609494000.0
2022-10-29,13.482501029968262,13.823135278216157,13.282716063958423,13.763199312088274,486341000.0,12.78035488128662,13.39460666656494,12.93737834790984,13.559985799805377,56.5463178714976,13.92724584942126,10.981365829655886,12.454305839538574,0.7072829773214249,13.482502937316896,60.060001373291016,27.04908943176269,3871.97998046875,10988.150390625,26734.277,3.08,-0.33663558959961115,2.6013926246222154,20.002420581916766,13.819136619567873,12.882146835327148,12.585464477539062,521040000.0,532953000.0,517457000.0
2022-10-30,13.482501029968262,13.823135278216157,13.282716063958423,13.763199312088274,486341000.0,12.78035488128662,13.39460666656494,12.93737834790984,13.559985799805377,56.5463178714976,13.92724584942126,10.981365829655886,12.454305839538574,0.7072829773214249,13.482502937316896,60.060001373291016,27.04908943176269,3871.97998046875,10988.150390625,26734.277,3.08,0.0,2.6013926246222154,20.002420581916766,13.482501029968262,13.16184425354004,12.585464477539062,486341000.0,583113000.0,517457000.0
2022-10-31,13.482501029968262,13.823135278216157,13.282716063958423,13.763199312088274,486341000.0,12.78035488128662,13.39460666656494,12.93737834790984,13.559985799805377,56.5463178714976,13.92724584942126,10.981365829655886,12.454305839538574,0.7072829773214249,13.482502937316896,60.060001373291016,27.04908943176269,3871.97998046875,10988.150390625,26734.277,3.08,0.0,2.6013926246222154,20.002420581916766,13.482501029968262,13.819136619567873,12.585464477539062,486341000.0,521040000.0,517457000.0
2022-11-01,13.528450965881348,13.910040552507906,13.50447658143312,13.79616270270372,432817000.0,12.937785625457764,13.324962749481202,13.04484609663193,13.558749139651496,56.96547644112881,13.990090761137893,10.956080427216598,12.473085594177244,0.6873013019798692,13.528450012207031,59.65999984741211,26.925405502319336,3856.10009765625,10890.849609375,26734.277,3.78,0.04594993591308594,2.604794946779963,19.885825563837894,13.482501029968262,13.482501029968262,13.246752738952637,486341000.0,486341000.0,505482000.0
2022-11-02,13.20479965209961,14.194735268129875,13.196808825129144,13.835122332912915,672628000.0,13.054460334777833,13.245909824371338,13.073928561262417,13.544868767590636,53.08153738283565,13.991546869940596,10.955623387627762,12.47358512878418,0.7094888120527879,13.20479965209961,58.630001068115234,26.08814811706543,3759.68994140625,10524.7998046875,26734.277,3.78,-0.3236513137817383,2.5805803735097728,20.32670298590143,13.528450965881348,13.482501029968262,12.882146835327148,432817000.0,486341000.0,532953000.0
2022-11-03,13.406580924987791,13.766194775358752,12.94208128934156,13.028987715807942,500065000.0,13.177028465270997,13.1700736618042,13.134410809212484,13.539445714939546,55.13531520688347,14.035680923471402,10.940557899465611,12.488119411468508,0.717676288764531,13.406579971313477,60.11000061035156,26.05960464477539,3719.889892578125,10342.9404296875,26734.277,3.78,0.20178127288818182,2.59574570020501,20.0302486479372,13.20479965209961,13.482501029968262,13.16184425354004,672628000.0,486341000.0,583113000.0
2022-11-04,14.140791893005373,14.2137134210402,13.68228442457358,13.970974453238004,612576000.0,13.345846939086917,13.095120716094971,13.317389188083917,13.563027918000952,61.70412101535287,14.283722790016784,10.9002925793985,12.592007684707642,0.7240660178565222,14.140791893005373,62.18999862670898,27.19263458251953,3770.550048828125,10475.25,26734.277,3.78,0.7342109680175817,2.6490636626488873,20.23318357431832,13.406580924987791,13.528450965881348,13.819136619567873,500065000.0,432817000.0,521040000.0
2022-11-05,14.285636901855469,14.396517721923429,13.939010494664023,14.212715367274726,410061000.0,13.515864181518555,13.05607931137085,13.49343422695147,13.591365525210932,62.859428880782055,14.509985232854874,10.936847519372913,12.723416376113892,0.7050261042424423,14.285637855529783,63.08000183105469,27.395130157470703,3806.800048828125,10564.51953125,26734.277,3.78,0.14484500885009588,2.6592546200479896,19.831816487083714,14.140791893005373,13.20479965209961,13.482501029968262,612576000.0,672628000.0,486341000.0
2022-11-06,14.285636901855469,14.396517721923429,13.939010494664023,14.212715367274726,410061000.0,13.515864181518555,13.05607931137085,13.49343422695147,13.591365525210932,62.859428880782055,14.509985232854874,10.936847519372913,12.723416376113892,0.7050261042424423,14.285637855529783,63.08000183105469,27.395130157470703,3806.800048828125,10564.51953125,26734.277,3.78,0.0,2.6592546200479896,19.831816487083714,14.285636901855469,13.406580924987791,13.482501029968262,410061000.0,500065000.0,486341000.0
2022-11-07,14.285636901855469,14.396517721923429,13.939010494664023,14.212715367274726,410061000.0,13.515864181518555,13.05607931137085,13.49343422695147,13.591365525210932,62.859428880782055,14.509985232854874,10.936847519372913,12.723416376113892,0.7050261042424423,14.285637855529783,63.08000183105469,27.395130157470703,3806.800048828125,10564.51953125,26734.277,3.78,0.0,2.6592546200479896,19.831816487083714,14.285636901855469,14.140791893005373,13.482501029968262,410061000.0,612576000.0,486341000.0
2022-11-08,14.586313247680664,14.875002331764124,14.200727296506672,14.785098866709824,595292000.0,13.649820232391358,13.032218837738036,13.692139503447686,13.630383082954843,65.20598348922476,14.753070401231358,10.995038271864344,12.874054336547852,0.7028295993149429,14.58631420135498,63.84999847412109,27.462631225585938,3828.110107421875,10616.2001953125,26734.277,3.78,0.3006763458251953,2.680083640245373,20.204562599430933,14.285636901855469,14.285636901855469,13.528450965881348,410061000.0,410061000.0,432817000.0
2022-11-09,13.761199951171877,14.195733033579206,13.74421801675612,14.146784936854424,454414000.0,13.73772554397583,12.998506984710694,13.704695948488448,13.635513156218256,54.94658698638895,14.791059622693702,11.184404530596094,12.987732076644898,0.7127771444299144,13.761202812194824,59.91999816894531,26.536924362182617,3748.570068359375,10353.169921875,26734.277,3.78,-0.8251132965087873,2.621853034456767,19.934519234755758,14.586313247680664,14.285636901855469,13.20479965209961,595292000.0,410061000.0,672628000.0
2022-11-10,15.733080863952637,15.756055920385691,14.53137309508661,14.78410157379975,700819000.0,13.99484920501709,13.01170249938965,14.073493205845573,13.717770713384311,67.93204795702995,15.274523227361133,11.079533893915723,13.177028560638428,0.8043542033430502,15.73307991027832,68.47000122070312,28.69690704345703,3956.3701171875,11114.150390625,26734.277,3.78,1.97188091278076,2.7557655570119777,20.36776020909108,13.761199951171877,14.285636901855469,13.406580924987791,454414000.0,410061000.0,500065000.0
2022-11-11,16.309463500976562,16.371397183672663,15.465371766863662,15.790022507110931,655487000.0,14.243881893157958,13.059533920288086,14.48003325950575,13.81940572466244,70.59951498311138,15.740956687374128,11.122552776889789,13.431754732131958,0.8116164328763323,16.309459686279297,72.37000274658203,29.34297180175781,3992.929931640625,11323.330078125,26734.277,3.78,0.5763826370239258,2.791745522221678,20.3008890287822,15.733080863952637,14.586313247680664,14.140791893005373,700819000.0,595292000.0,612576000.0
2022-11-12,16.277494430541992,16.522232066468828,15.904894997972113,16.200577486630568,527852000.0,14.523381233215332,13.112518043518069,14.80684438151234,13.915801360187128,70.25047042359671,16.15660475288192,11.147131361620032,13.651868057250976,0.7977393354206453,16.277494430541992,73.52999877929688,29.265832901000977,3957.25,11196.2197265625,26734.277,3.78,-0.03196907043457031,2.7897834439719786,20.084326499347995,16.309463500976562,13.761199951171877,14.285636901855469,655487000.0,454414000.0,410061000.0
2022-11-13,16.277494430541992,16.522232066468828,15.904894997972113,16.200577486630568,527852000.0,14.523381233215332,13.112518043518069,14.80684438151234,13.915801360187128,70.25047042359671,16.15660475288192,11.147131361620032,13.651868057250976,0.7977393354206453,16.277494430541992,73.52999877929688,29.265832901000977,3957.25,11196.2197265625,26734.277,3.78,0.0,2.7897834439719786,20.084326499347995,16.277494430541992,15.733080863952637,14.285636901855469,527852000.0,700819000.0,410061000.0
2022-11-14,16.277494430541992,16.522232066468828,15.904894997972113,16.200577486630568,527852000.0,14.523381233215332,13.112518043518069,14.80684438151234,13.915801360187128,70.25047042359671,16.15660475288192,11.147131361620032,13.651868057250976,0.7977393354206453,16.277494430541992,73.52999877929688,29.265832901000977,3957.25,11196.2197265625,26734.277,3.78,0.0,2.7897834439719786,20.084326499347995,16.277494430541992,16.309463500976562,14.285636901855469,527852000.0,655487000.0,410061000.0
2022-11-15,16.648094177246094,16.979736298037132,16.364398914602432,16.704033766167488,545876000.0,14.835345554351807,13.176549129486084,15.141617071645747,14.02295009811101,71.9799215577699,16.58330337127846,11.18982780853111,13.886565589904786,0.7909180877116807,16.648094177246094,76.37000274658203,29.61296844482422,3991.72998046875,11358.41015625,26734.277,3.78,0.37059974670410156,2.8122957460459053,20.11790240168955,16.277494430541992,16.277494430541992,14.586313247680664,527852000.0,527852000.0,595292000.0
2022-11-16,15.892906188964844,16.34442022612164,15.855946238885991,16.1446362487307,649547000.0,15.10415620803833,13.220421924591063,15.278215092976492,14.096281709517044,63.83608455209523,16.771050482527777,11.387566060288384,14.07930827140808,0.791005934186568,15.892908096313477,72.69999694824219,28.475122451782227,3958.7900390625,11183.66015625,26734.277,3.78,-0.75518798828125,2.7658728580335006,20.291785754813255,16.648094177246094,16.277494430541992,13.761199951171877,545876000.0,527852000.0,454414000.0
2022-11-17,15.660157203674316,16.24852510301491,15.518309565551975,15.698116484447883,710894000.0,15.329513835906983,13.254125652313231,15.34765911310337,14.15761016026831,61.52566205061316,16.880712755195226,11.625829545982754,14.25327115058899,0.7866637629920227,15.660158157348633,73.9000015258789,28.82226181030273,3946.56005859375,11144.9599609375,26734.277,3.78,-0.23274898529052734,2.7511197290610783,20.38203389085847,15.892906188964844,16.277494430541992,15.733080863952637,649547000.0,527852000.0,700819000.0
2022-11-18,15.392447471618652,15.984810860362591,15.103757415617949,15.94884832876096,492072000.0,15.454679393768313,13.274543743133544,15.35580245101524,14.206035152870284,58.88570948970592,16.935630821759013,11.864895511096211,14.400263166427612,0.7934058831172098,15.39244556427002,73.56999969482422,28.802978515625,3965.340087890625,11146.0595703125,26734.277,3.78,-0.26770973205566406,2.733876965201573,20.01413560521313,15.660157203674316,16.648094177246094,16.309463500976562,710894000.0,545876000.0,655487000.0
2022-11-19,15.300543785095217,15.46037172847503,15.06379795329284,15.13072635709174,404739000.0,15.556170082092285,13.29076629638672,15.34575542084796,14.248957060016362,57.96617520005992,16.95630115924287,12.11573310436797,14.53601713180542,0.7650607325504225,15.300545692443848,72.45999908447266,27.906198501586918,3949.93994140625,11024.509765625,26734.277,3.78,-0.09190368652343572,2.7278883692762967,19.81875297288279,15.392447471618652,15.892906188964844,16.277494430541992,492072000.0,649547000.0,527852000.0
2022-11-20,15.300543785095217,15.46037172847503,15.06379795329284,15.13072635709174,404739000.0,15.556170082092285,13.29076629638672,15.34575542084796,14.248957060016362,57.96617520005992,16.95630115924287,12.11573310436797,14.53601713180542,0.7650607325504225,15.300545692443848,72.45999908447266,27.906198501586918,3949.93994140625,11024.509765625,26734.277,3.78,0.0,2.7278883692762967,19.81875297288279,15.300543785095217,15.660157203674316,16.277494430541992,404739000.0,710894000.0,527852000.0
2022-11-21,15.300543785095217,15.46037172847503,15.06379795329284,15.13072635709174,404739000.0,15.556170082092285,13.29076629638672,15.34575542084796,14.248957060016362,57.96617520005992,16.95630115924287,12.11573310436797,14.53601713180542,0.7650607325504225,15.300545692443848,72.45999908447266,27.906198501586918,3949.93994140625,11024.509765625,26734.277,3.78,0.0,2.7278883692762967,19.81875297288279,15.300543785095217,15.392447471618652,16.277494430541992,404739000.0,492072000.0,527852000.0
2022-11-22,16.02077293395996,16.040751908287998,15.105756486974345,15.311535540363453,472866000.0,15.699616050720214,13.348843898773191,15.468485877777416,14.31844003546513,62.860736267654325,17.101502498789955,12.247933784321615,14.674718141555786,0.7771989246049389,16.020771026611328,75.25,28.754762649536133,4003.580078125,11174.41015625,26734.277,3.78,0.7202291488647443,2.7738861885387323,19.97432260822247,15.300543785095217,15.300543785095217,16.648094177246094,404739000.0,404739000.0,545876000.0
2022-11-23,16.501253128051758,16.509245859928704,16.030760346892983,16.08070587095073,427241000.0,15.973621368408203,13.41659101486206,15.65626174146366,14.4040405488999,65.72785457181209,17.260436780665344,12.450910131718691,14.855673456192015,0.7565756389880678,16.50125503540039,76.4000015258789,28.61012077331543,4027.260009765625,11285.3203125,26734.277,3.78,0.4804801940917969,2.8034363251773478,19.872858814787843,16.02077293395996,15.300543785095217,15.892906188964844,472866000.0,404739000.0,649547000.0
2022-11-24,16.252521514892578,16.469287445678606,16.154627223569857,16.300470283585213,167934000.0,16.025565433502198,13.483339214324952,15.764672609359826,14.476529998546672,63.0157788471054,17.3562229231424,12.664191715376887,15.010207319259644,0.7272935150947701,16.252521514892578,75.13999938964844,28.291912078857425,4026.1201171875,11226.3603515625,26734.277,3.78,-0.2487316131591797,2.78824806688534,18.93908160303609,16.501253128051758,15.300543785095217,15.660157203674316,427241000.0,404739000.0,710894000.0
2022-11-25,16.252521514892578,16.469287445678606,16.154627223569857,16.300470283585213,167934000.0,16.025565433502198,13.483339214324952,15.764672609359826,14.476529998546672,63.0157788471054,17.3562229231424,12.664191715376887,15.010207319259644,0.7272935150947701,16.252521514892578,75.13999938964844,28.291912078857425,4026.1201171875,11226.3603515625,26734.277,3.78,0.0,2.78824806688534,18.93908160303609,16.252521514892578,16.02077293395996,15.392447471618652,167934000.0,472866000.0,492072000.0
2022-11-26,15.809996604919434,16.339427908021538,15.708106900644491,16.00878222333703,303741000.0,15.975618743896485,13.535862731933594,15.772913335825208,14.528822806639722,58.39890036837783,17.413737444534444,12.80576319252,15.109750318527222,0.7204383359720756,15.80999755859375,73.19000244140625,27.70370101928711,3963.93994140625,11049.5,26734.277,3.78,-0.44252490997314453,2.760642436478754,19.531685922550437,16.252521514892578,16.501253128051758,15.300543785095217,167934000.0,427241000.0,404739000.0
2022-11-27,15.809996604919434,16.339427908021538,15.708106900644491,16.00878222333703,303741000.0,15.975618743896485,13.535862731933594,15.772913335825208,14.528822806639722,58.39890036837783,17.413737444534444,12.80576319252,15.109750318527222,0.7204383359720756,15.80999755859375,73.19000244140625,27.70370101928711,3963.93994140625,11049.5,26734.277,3.78,0.0,2.760642436478754,19.531685922550437,15.809996604919434,16.252521514892578,15.300543785095217,303741000.0,167934000.0,404739000.0
2022-11-28,15.809996604919434,16.339427908021538,15.708106900644491,16.00878222333703,303741000.0,15.975618743896485,13.535862731933594,15.772913335825208,14.528822806639722,58.39890036837783,17.413737444534444,12.80576319252,15.109750318527222,0.7204383359720756,15.80999755859375,73.19000244140625,27.70370101928711,3963.93994140625,11049.5,26734.277,3.78,0.0,2.760642436478754,19.531685922550437,15.809996604919434,16.252521514892578,15.300543785095217,303741000.0,167934000.0,404739000.0
2022-11-29,15.622199058532717,15.914884511468571,15.503327417734573,15.809996816938067,298384000.0,15.910089206695556,13.580954246520996,15.745510739953843,14.571700306713955,56.506831390733815,17.40431522833825,13.029155211572638,15.216735219955444,0.6983753900979276,15.622198104858398,73.38999938964844,27.867626190185547,3957.6298828125,10983.7802734375,26734.277,3.78,-0.18779754638671697,2.7486929192995193,19.513891805553364,15.809996604919434,15.809996604919434,16.02077293395996,303741000.0,303741000.0,472866000.0
2022-11-30,16.90914535522461,16.91613959378234,15.584230747386403,15.684148304940631,565298000.0,15.936194324493409,13.655900268554689,15.957080670003071,14.663364818420256,64.89951118998152,17.547714669570954,13.22382520927426,15.385769939422609,0.7436277798334997,16.909141540527344,77.62999725341797,28.995834350585938,4080.110107421875,11468.0,26734.277,3.78,1.2869462966918928,2.827854620842285,20.152863583694806,15.622199058532717,15.809996604919434,16.501253128051758,298384000.0,303741000.0,427241000.0
2022-12-01,17.120967864990234,17.250860565558114,16.621377329936372,16.985079559627742,470977000.0,16.059000492095947,13.73338457107544,16.168696523637102,14.759741408481826,66.0603795000417,17.624002735654365,13.539153964479912,15.581578350067138,0.7354745981040883,17.120969772338867,77.4800033569336,28.764406204223636,4076.570068359375,11482.4501953125,26734.277,4.1,0.211822509765625,2.8403039032855903,19.970319818516597,16.90914535522461,15.809996604919434,16.252521514892578,565298000.0,303741000.0,167934000.0
2022-12-02,16.8621826171875,16.919137062737946,16.43153573239102,16.6453612261795,371389000.0,16.179203033447266,13.81967809677124,16.29478490428263,14.84219008333303,63.30573878603476,17.607451049271184,13.901265820083063,15.754358434677124,0.732185850568026,16.862180709838867,74.9800033569336,28.359411239624023,4071.699951171875,11461.5,26734.277,4.1,-0.2587852478027344,2.825073399544288,19.73276058878137,17.120967864990234,15.622199058532717,16.252521514892578,470977000.0,298384000.0,167934000.0
2022-12-03,16.59640121459961,16.981086225523303,16.458513713867134,16.665344964965847,352255000.0,16.29959840774536,13.90155502319336,16.34962423343117,14.910982676716031,60.51476961738869,17.607670575885454,14.14660722562822,15.877138900756837,0.717213469217179,16.59640121459961,73.62000274658203,28.127979278564453,3998.840087890625,11239.9404296875,26734.277,4.1,-0.2657814025878906,2.809185877557988,19.67986590310648,16.8621826171875,16.90914535522461,15.809996604919434,371389000.0,565298000.0,303741000.0
2022-12-04,16.59640121459961,16.981086225523303,16.458513713867134,16.665344964965847,352255000.0,16.29959840774536,13.90155502319336,16.34962423343117,14.910982676716031,60.51476961738869,17.607670575885454,14.14660722562822,15.877138900756837,0.717213469217179,16.59640121459961,73.62000274658203,28.127979278564453,3998.840087890625,11239.9404296875,26734.277,4.1,0.0,2.809185877557988,19.67986590310648,16.59640121459961,17.120967864990234,15.809996604919434,352255000.0,470977000.0,303741000.0
2022-12-05,16.59640121459961,16.981086225523303,16.458513713867134,16.665344964965847,352255000.0,16.29959840774536,13.90155502319336,16.34962423343117,14.910982676716031,60.51476961738869,17.607670575885454,14.14660722562822,15.877138900756837,0.717213469217179,16.59640121459961,73.62000274658203,28.127979278564453,3998.840087890625,11239.9404296875,26734.277,4.1,0.0,2.809185877557988,19.67986590310648,16.59640121459961,16.8621826171875,15.809996604919434,352255000.0,371389000.0,303741000.0
2022-12-06,15.973912239074709,16.55943198225512,15.806049556125464,16.51646791728719,352694000.0,16.36693525314331,13.976736030578614,16.281312961729995,14.952666188965392,54.45894938010826,17.53048046575934,14.39262486947626,15.9615526676178,0.7224376255926764,15.97391128540039,70.2699966430664,27.578346252441406,3941.260009765625,11014.8896484375,26734.277,4.1,-0.6224889755249006,2.770956906494548,19.68111138343697,16.59640121459961,16.59640121459961,15.622199058532717,352255000.0,352255000.0,298384000.0
2022-12-07,16.106801986694336,16.172747931483883,15.65417187585563,15.75908639868998,372388000.0,16.37553815841675,14.050878772735595,16.24958369354169,14.997926416327314,55.48313957608233,17.474371577078458,14.600782632058504,16.03757710456848,0.707876084880932,16.10680389404297,70.13999938964844,27.3179874420166,3933.919921875,10958.5498046875,26734.277,4.1,0.13288974761962713,2.7792416664149417,19.73544687943232,15.973912239074709,16.59640121459961,16.90914535522461,352694000.0,352255000.0,565298000.0
2022-12-08,17.154945373535156,17.164937415817153,15.94593493843421,16.259678967569904,515456000.0,16.440907382965086,14.139531326293945,16.414194908085957,15.082515395041348,62.62308548102464,17.285469855692487,15.129058895680805,16.207264375686645,0.74438511291679,17.154943466186523,70.47000122070312,27.424060821533203,3963.510009765625,11082.0,26734.277,4.1,1.0481433868408203,2.8422864920170983,20.060562503753207,16.106801986694336,16.59640121459961,17.120967864990234,372388000.0,352255000.0,470977000.0
2022-12-09,16.987079620361328,17.56860383071365,16.961101838286083,17.145949833064485,465338000.0,16.51436319351196,14.235135478973389,16.518355764863294,15.157204188191152,60.93738543649816,17.376062993964307,15.163865633049856,16.26996431350708,0.7346077471675596,16.987077713012695,68.58999633789062,27.231204986572266,3934.3798828125,11004.6201171875,26734.277,4.1,-0.16786575317382812,2.8324530327611357,19.95827458122149,17.154945373535156,15.973912239074709,16.8621826171875,515456000.0,352694000.0,371389000.0
2022-12-10,17.52064323425293,17.5236410372187,16.783248501431842,17.023051775036333,457328000.0,16.685427856445312,14.343029174804688,16.700589850206864,15.249888072350435,64.23300502537191,17.56393817070055,15.097108429641247,16.3305233001709,0.7350209463546522,17.52064323425293,70.66999816894531,27.66513061523437,3990.56005859375,11143.740234375,26734.277,4.1,0.5335636138916016,2.863379799118136,19.940911415706417,16.987079620361328,16.106801986694336,16.59640121459961,465338000.0,372388000.0,352255000.0
